SumBiomass,fecund_pop,Lp50_pop,num_pop,Finput,CVg,Fdi
3.18E+06,2.01E+08,259.67,3118,0.5,0,0.01
3.20E+06,2.25E+08,259.67,3078,0.5,0,0.01
3.05E+06,2.14E+08,259.67,2618,0.5,0,0.01
2.10E+06,1.39E+08,259.67,2429,0.5,0,0.01
1.71E+06,8.95E+07,259.67,2251,0.5,0,0.01
1.53E+06,7.24E+07,259.67,2094,0.5,0,0.01
1.41E+06,6.30E+07,259.67,1977,0.5,0,0.01
1.29E+06,5.71E+07,259.67,1954,0.5,0,0.01
1.33E+06,6.04E+07,259.67,1961,0.5,0,0.01
1.28E+06,5.32E+07,259.67,1934,0.5,0,0.01
1.21E+06,5.34E+07,259.67,1960,0.5,0,0.01
1.23E+06,5.31E+07,259.67,1874,0.5,0,0.01
1.15E+06,4.79E+07,259.67,1888,0.5,0,0.01
1.14E+06,4.10E+07,259.67,1882,0.5,0,0.01
1.20E+06,4.31E+07,259.67,1834,0.5,0,0.01
1.20E+06,4.98E+07,259.67,1864,0.5,0,0.01
1.15E+06,4.85E+07,259.67,1919,0.5,0,0.01
1.15E+06,4.00E+07,259.67,1760,0.5,0,0.01
1.14E+06,4.53E+07,259.67,1783,0.5,0,0.01
1.08E+06,3.98E+07,259.67,1805,0.5,0,0.01
1.11E+06,4.96E+07,259.67,1918,0.5,0,0.01
1.17E+06,5.09E+07,259.67,1804,0.5,0,0.01
1.12E+06,4.59E+07,259.67,1861,0.5,0,0.01
1.13E+06,4.21E+07,259.67,1731,0.5,0,0.01
1.11E+06,4.66E+07,259.67,1778,0.5,0,0.01
1.04E+06,4.26E+07,259.67,1739,0.5,0,0.01
1.02E+06,3.26E+07,259.67,1723,0.5,0,0.01
1.07E+06,3.18E+07,259.67,1677,0.5,0,0.01
1.04E+06,4.01E+07,259.67,1726,0.5,0,0.01
1.02E+06,3.57E+07,259.67,1690,0.5,0,0.01
1.06E+06,4.09E+07,259.67,1743,0.5,0,0.01
1.00E+06,3.81E+07,259.67,1700,0.5,0,0.01
1.08E+06,4.00E+07,259.67,1779,0.5,0,0.01
1.09E+06,4.10E+07,259.67,1726,0.5,0,0.01
1.07E+06,4.24E+07,259.67,1761,0.5,0,0.01
1.04E+06,4.27E+07,259.67,1773,0.5,0,0.01
1.12E+06,4.97E+07,259.67,1828,0.5,0,0.01
1.14E+06,5.12E+07,259.67,1851,0.5,0,0.01
1.16E+06,5.68E+07,259.67,1866,0.5,0,0.01
1.10E+06,4.55E+07,259.67,1828,0.5,0,0.01
1.15E+06,4.75E+07,259.67,1902,0.5,0,0.01
1.16E+06,4.87E+07,259.67,1864,0.5,0,0.01
1.17E+06,5.25E+07,259.67,1892,0.5,0,0.01
1.21E+06,4.89E+07,259.67,1972,0.5,0,0.01
1.21E+06,5.28E+07,259.67,1960,0.5,0,0.01
1.15E+06,4.77E+07,259.67,1835,0.5,0,0.01
1.13E+06,4.54E+07,259.67,1847,0.5,0,0.01
1.09E+06,3.99E+07,259.67,1760,0.5,0,0.01
1.10E+06,4.42E+07,259.67,1802,0.5,0,0.01
1.12E+06,4.74E+07,259.67,1810,0.5,0,0.01
1.05E+06,4.06E+07,259.67,1754,0.5,0,0.01
1.09E+06,4.45E+07,259.67,1804,0.5,0,0.01
1.09E+06,4.46E+07,259.67,1862,0.5,0,0.01
1.14E+06,5.31E+07,259.67,1881,0.5,0,0.01
