SumBiomass,fecund_pop,Lp50_pop,num_pop,Finput,CVg,Epoch
6.82E+06,2.36E+08,289.5,4103,0.2,0,1
6.82E+06,2.24E+08,289.5,4018,0.2,0,1
6.79E+06,2.26E+08,289.5,3949,0.2,0,1
6.81E+06,2.36E+08,289.5,3980,0.2,0,1
6.82E+06,2.45E+08,289.5,4073,0.2,0,1
6.83E+06,2.50E+08,289.5,4196,0.2,0,1
7.02E+06,2.50E+08,289.5,4196,0.2,0,1
7.11E+06,2.44E+08,289.5,4175,0.2,0,1
7.13E+06,2.50E+08,289.5,4145,0.2,0,1
7.19E+06,2.52E+08,289.5,4214,0.2,0,1
7.04E+06,2.51E+08,289.5,4152,0.2,0,1
7.01E+06,2.51E+08,289.5,4211,0.2,0,1
7.17E+06,2.56E+08,289.5,4209,0.2,0,1
7.10E+06,2.60E+08,289.5,4233,0.2,0,1
7.12E+06,2.58E+08,289.5,4267,0.2,0,1
7.13E+06,2.62E+08,289.5,4247,0.2,0,1
7.00E+06,2.59E+08,289.5,4208,0.2,0,1
7.00E+06,2.51E+08,289.5,4205,0.2,0,1
7.18E+06,2.56E+08,289.5,4221,0.2,0,1
7.13E+06,2.58E+08,289.5,4243,0.2,0,1
7.20E+06,2.57E+08,289.5,4302,0.2,0,1
7.21E+06,2.65E+08,289.5,4219,0.2,0,1
7.18E+06,2.47E+08,289.5,4217,0.2,0,1
7.16E+06,2.50E+08,289.5,4192,0.2,0,1
7.09E+06,2.46E+08,289.5,4166,0.2,0,1
7.07E+06,2.43E+08,289.5,4182,0.2,0,1
7.23E+06,2.60E+08,289.5,4195,0.2,0,1
7.00E+06,2.68E+08,289.5,4265,0.2,0,1
6.98E+06,2.69E+08,289.5,4240,0.2,0,1
7.25E+06,2.75E+08,289.5,4357,0.2,0,1
7.37E+06,2.77E+08,289.5,4389,0.2,0,1
7.29E+06,2.73E+08,289.5,4370,0.2,0,1
7.41E+06,2.66E+08,289.5,4246,0.2,0,1
7.26E+06,2.61E+08,289.5,4209,0.2,0,1
7.20E+06,2.66E+08,289.5,4150,0.2,0,1
7.00E+06,2.38E+08,289.5,4129,0.2,0,1
6.90E+06,2.49E+08,289.5,4206,0.2,0,1
7.14E+06,2.44E+08,289.5,4098,0.2,0,1
7.06E+06,2.47E+08,289.5,4094,0.2,0,1
6.96E+06,2.60E+08,289.5,4176,0.2,0,1
7.00E+06,2.55E+08,289.5,4204,0.2,0,1
6.92E+06,2.41E+08,289.5,4121,0.2,0,1
7.03E+06,2.35E+08,289.5,4053,0.2,0,1
6.80E+06,2.38E+08,289.5,3988,0.2,0,1
6.70E+06,2.20E+08,289.5,3970,0.2,0,1
6.83E+06,2.35E+08,289.5,3925,0.2,0,1
6.74E+06,2.37E+08,289.5,3992,0.2,0,1
6.75E+06,2.30E+08,289.5,3997,0.2,0,1
6.84E+06,2.34E+08,289.5,3868,0.2,0,1
6.57E+06,2.34E+08,289.5,3916,0.2,0,1
6.43E+06,2.29E+08,289.5,4152,0.2,0,1
7.42E+06,2.52E+08,289.5,4383,0.2,0,1
7.89E+06,2.70E+08,289.5,4631,0.2,0,1
8.39E+06,3.06E+08,289.5,4903,0.2,0,1
8.58E+06,3.21E+08,289.5,5112,0.2,0,1
8.82E+06,3.36E+08,289.5,5370,0.2,0,1
9.40E+06,3.59E+08,289.5,5451,0.2,0,1
9.70E+06,3.90E+08,289.5,5524,0.2,0,1
9.99E+06,3.99E+08,289.5,5693,0.2,0,1
1.07E+07,4.12E+08,289.5,5491,0.2,0,1
1.08E+07,4.15E+08,289.5,5615,0.2,0,1
1.07E+07,4.30E+08,289.5,5558,0.2,0,1
1.07E+07,4.42E+08,289.5,5542,0.2,0,1
1.08E+07,4.41E+08,289.5,5458,0.2,0,1
1.05E+07,4.41E+08,289.5,5375,0.2,0,1
1.04E+07,4.26E+08,289.5,5471,0.2,0,1
1.05E+07,4.22E+08,289.5,5557,0.2,0,1
1.04E+07,4.32E+08,289.5,5715,0.2,0,1
1.05E+07,4.35E+08,289.5,5632,0.2,0,1
1.07E+07,4.26E+08,289.5,5841,0.2,0,1
1.11E+07,4.37E+08,289.5,5847,0.2,0,1
1.14E+07,4.43E+08,289.5,5618,0.2,0,1
1.13E+07,4.51E+08,289.5,5528,0.2,0,1
1.10E+07,4.40E+08,289.5,5648,0.2,0,1
1.08E+07,4.26E+08,289.5,5803,0.2,0,1
1.07E+07,4.17E+08,289.5,5749,0.2,0,1
1.09E+07,4.13E+08,289.5,5762,0.2,0,1
1.11E+07,4.28E+08,289.5,5833,0.2,0,1
1.13E+07,4.37E+08,289.5,5881,0.2,0,1
1.15E+07,4.53E+08,289.5,5718,0.2,0,1
1.13E+07,4.60E+08,289.5,5647,0.2,0,1
1.12E+07,4.59E+08,289.5,5536,0.2,0,1
1.10E+07,4.42E+08,289.5,5675,0.2,0,1
1.11E+07,4.49E+08,289.5,5548,0.2,0,1
1.10E+07,4.46E+08,289.5,5485,0.2,0,1
1.12E+07,4.41E+08,289.5,5633,0.2,0,1
1.11E+07,4.47E+08,289.5,5701,0.2,0,1
1.09E+07,4.39E+08,289.5,5729,0.2,0,1
1.10E+07,4.27E+08,289.5,5780,0.2,0,1
1.09E+07,4.48E+08,289.5,5577,0.2,0,1
1.08E+07,4.19E+08,289.5,5778,0.2,0,1
1.11E+07,4.39E+08,289.5,5799,0.2,0,1
1.11E+07,4.49E+08,289.5,5674,0.2,0,1
1.13E+07,4.28E+08,289.5,5876,0.2,0,1
1.13E+07,4.42E+08,289.5,5601,0.2,0,1
1.12E+07,4.31E+08,289.5,5675,0.2,0,1
1.10E+07,4.24E+08,289.5,5804,0.2,0,1
1.12E+07,4.34E+08,289.5,5838,0.2,0,1
1.11E+07,4.37E+08,289.5,5611,0.2,0,1
1.13E+07,4.51E+08,289.5,5689,0.2,0,1
1.10E+07,4.58E+08,289.5,5623,0.2,0,1
1.12E+07,4.29E+08,289.5,5828,0.2,0,1
1.12E+07,4.47E+08,289.5,5639,0.2,0,1
1.11E+07,4.41E+08,289.5,5476,0.2,0,1
1.10E+07,4.54E+08,289.5,5428,0.2,0,1
1.07E+07,4.50E+08,289.5,5379,0.2,0,1
1.07E+07,4.38E+08,289.5,5632,0.2,0,1
1.07E+07,4.21E+08,289.5,5731,0.2,0,1
1.08E+07,4.07E+08,289.5,5950,0.2,0,1
1.10E+07,4.15E+08,289.5,5907,0.2,0,1
1.12E+07,4.20E+08,289.5,5890,0.2,0,1
1.14E+07,4.36E+08,289.5,5672,0.2,0,1
1.14E+07,4.54E+08,289.5,5614,0.2,0,1
1.12E+07,4.55E+08,289.5,5559,0.2,0,1
1.12E+07,4.51E+08,289.5,5551,0.2,0,1
1.08E+07,4.48E+08,289.5,5439,0.2,0,1
1.05E+07,4.40E+08,289.5,5537,0.2,0,1
1.04E+07,4.05E+08,289.5,5609,0.2,0,1
1.06E+07,4.20E+08,289.5,5795,0.2,0,1
1.08E+07,4.17E+08,289.5,5789,0.2,0,1
1.12E+07,4.32E+08,289.5,5954,0.2,0,1
1.12E+07,4.37E+08,289.5,5788,0.2,0,1
1.14E+07,4.36E+08,289.5,5568,0.2,0,1
1.13E+07,4.50E+08,289.5,5488,0.2,0,1
1.10E+07,4.35E+08,289.5,5320,0.2,0,1
1.07E+07,4.19E+08,289.5,5416,0.2,0,1
1.03E+07,4.26E+08,289.5,5641,0.2,0,1
1.05E+07,4.26E+08,289.5,5626,0.2,0,1
1.07E+07,4.20E+08,289.5,5751,0.2,0,1
1.10E+07,4.33E+08,289.5,5890,0.2,0,1
1.12E+07,4.38E+08,289.5,5602,0.2,0,1
1.13E+07,4.34E+08,289.5,5674,0.2,0,1
1.10E+07,4.25E+08,289.5,5739,0.2,0,1
1.07E+07,4.26E+08,289.5,5760,0.2,0,1
1.09E+07,4.35E+08,289.5,5761,0.2,0,1
1.09E+07,4.20E+08,289.5,5945,0.2,0,1
1.12E+07,4.42E+08,289.5,5897,0.2,0,1
1.15E+07,4.25E+08,289.5,5947,0.2,0,1
1.18E+07,4.48E+08,289.5,5720,0.2,0,1
1.18E+07,4.68E+08,289.5,5724,0.2,0,1
1.14E+07,4.78E+08,289.5,5711,0.2,0,1
1.11E+07,4.55E+08,289.5,5561,0.2,0,1
1.07E+07,4.37E+08,289.5,5761,0.2,0,1
1.07E+07,4.27E+08,289.5,5755,0.2,0,1
1.08E+07,4.47E+08,289.5,5611,0.2,0,1
1.12E+07,4.58E+08,289.5,5540,0.2,0,1
1.13E+07,4.57E+08,289.5,5382,0.2,0,1
1.10E+07,4.57E+08,289.5,5438,0.2,0,1
1.07E+07,4.38E+08,289.5,5536,0.2,0,1
1.02E+07,4.12E+08,289.5,5635,0.2,0,1
2.22E+06,9.69E+07,289.5,1954,0.2,12,1
2.58E+06,9.35E+07,289.5,2182,0.2,12,1
3.16E+06,1.09E+08,289.5,2438,0.2,12,1
3.70E+06,1.23E+08,289.5,2705,0.2,12,1
4.35E+06,1.49E+08,289.5,3109,0.2,12,1
4.72E+06,1.71E+08,289.5,3292,0.2,12,1
5.31E+06,1.87E+08,289.5,3592,0.2,12,1
5.68E+06,2.10E+08,289.5,3893,0.2,12,1
6.25E+06,2.34E+08,289.5,4108,0.2,12,1
6.79E+06,2.55E+08,289.5,4345,0.2,12,1
7.29E+06,2.69E+08,289.5,4611,0.2,12,1
7.72E+06,3.01E+08,289.5,4793,0.2,12,1
8.34E+06,3.09E+08,289.5,5025,0.2,12,1
8.67E+06,3.36E+08,289.5,5231,0.2,12,1
9.21E+06,3.38E+08,289.5,5308,0.2,12,1
9.58E+06,3.62E+08,289.5,5321,0.2,12,1
9.78E+06,3.86E+08,289.5,5504,0.2,12,1
1.02E+07,3.89E+08,289.5,5619,0.2,12,1
1.04E+07,4.12E+08,289.5,5682,0.2,12,1
1.06E+07,4.06E+08,289.5,5788,0.2,12,1
1.06E+07,4.12E+08,289.5,5796,0.2,12,1
1.08E+07,4.23E+08,289.5,5714,0.2,12,1
1.11E+07,4.42E+08,289.5,5619,0.2,12,1
1.12E+07,4.45E+08,289.5,5541,0.2,12,1
1.11E+07,4.58E+08,289.5,5562,0.2,12,1
1.08E+07,4.53E+08,289.5,5466,0.2,12,1
1.06E+07,4.39E+08,289.5,5636,0.2,12,1
1.07E+07,4.46E+08,289.5,5748,0.2,12,1
1.07E+07,4.29E+08,289.5,5827,0.2,12,1
1.10E+07,4.32E+08,289.5,5855,0.2,12,1
1.14E+07,4.42E+08,289.5,5600,0.2,12,1
1.14E+07,4.49E+08,289.5,5590,0.2,12,1
1.14E+07,4.55E+08,289.5,5492,0.2,12,1
1.08E+07,4.34E+08,289.5,5571,0.2,12,1
1.04E+07,4.33E+08,289.5,5581,0.2,12,1
1.04E+07,4.05E+08,289.5,5676,0.2,12,1
1.06E+07,4.33E+08,289.5,5711,0.2,12,1
1.10E+07,4.33E+08,289.5,5823,0.2,12,1
1.12E+07,4.21E+08,289.5,5929,0.2,12,1
1.12E+07,4.27E+08,289.5,6062,0.2,12,1
1.12E+07,4.34E+08,289.5,5768,0.2,12,1
1.15E+07,4.49E+08,289.5,5599,0.2,12,1
1.13E+07,4.69E+08,289.5,5527,0.2,12,1
1.11E+07,4.57E+08,289.5,5516,0.2,12,1
1.08E+07,4.45E+08,289.5,5733,0.2,12,1
1.08E+07,4.38E+08,289.5,5673,0.2,12,1
1.05E+07,4.31E+08,289.5,5750,0.2,12,1
1.11E+07,4.41E+08,289.5,5798,0.2,12,1
1.10E+07,4.37E+08,289.5,5904,0.2,12,1
1.11E+07,4.43E+08,289.5,5620,0.2,12,1
1.13E+07,4.30E+08,289.5,5743,0.2,12,1
1.12E+07,4.30E+08,289.5,5721,0.2,12,1
1.11E+07,4.21E+08,289.5,5789,0.2,12,1
1.12E+07,4.36E+08,289.5,5596,0.2,12,1
1.09E+07,4.29E+08,289.5,5628,0.2,12,1
1.08E+07,4.24E+08,289.5,5798,0.2,12,1
1.09E+07,4.21E+08,289.5,5847,0.2,12,1
1.09E+07,4.15E+08,289.5,5846,0.2,12,1
1.11E+07,4.19E+08,289.5,5928,0.2,12,1
1.12E+07,4.16E+08,289.5,5933,0.2,12,1
1.15E+07,4.26E+08,289.5,5933,0.2,12,1
1.18E+07,4.56E+08,289.5,5851,0.2,12,1
1.16E+07,4.83E+08,289.5,5795,0.2,12,1
1.13E+07,4.59E+08,289.5,5676,0.2,12,1
1.11E+07,4.36E+08,289.5,5730,0.2,12,1
1.10E+07,4.48E+08,289.5,5599,0.2,12,1
1.10E+07,4.43E+08,289.5,5725,0.2,12,1
1.09E+07,4.49E+08,289.5,5604,0.2,12,1
1.09E+07,4.48E+08,289.5,5684,0.2,12,1
1.11E+07,4.61E+08,289.5,5879,0.2,12,1
1.12E+07,4.65E+08,289.5,5758,0.2,12,1
1.12E+07,4.56E+08,289.5,5640,0.2,12,1
1.11E+07,4.52E+08,289.5,5486,0.2,12,1
1.08E+07,4.42E+08,289.5,5378,0.2,12,1
1.07E+07,4.24E+08,289.5,5518,0.2,12,1
1.06E+07,4.31E+08,289.5,5513,0.2,12,1
1.04E+07,4.28E+08,289.5,5683,0.2,12,1
1.06E+07,4.33E+08,289.5,5621,0.2,12,1
1.07E+07,4.17E+08,289.5,5720,0.2,12,1
1.10E+07,4.20E+08,289.5,5814,0.2,12,1
