Ybirth,Pi,Ps,growth,Gi,Gd,l,age_mat,Lp50,Finput,CVg
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,243.73,2,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,243.73,2,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
147,-12.55,0.17,90,0.68,0.6,190.36,1,73.824,0.2,0
