Ybirth,Pi,Ps,growth,Gi,Gd,l,age_mat,Lp50,Finput,CVg
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,961.63,3,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,961.63,3,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,798.35,2,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
145,-5.79,0.02,233,0.65,0.68,612.51,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,857.83,3,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,727.75,2,289.5,0.2,0
146,-5.79,0.02,233,0.65,0.68,564.47,1,289.5,0.2,0
