SumBiomass,Lp50_pop,age_mat_pop,num_pop,Finput,CVg,Gamma
1.65E+06,238.67,1.8482,2554,0.5,0,0.54
1.63E+06,238.67,1.8403,2505,0.5,0,0.54
1.61E+06,238.67,1.8615,2524,0.5,0,0.54
1.58E+06,238.67,1.8559,2574,0.5,0,0.54
1.63E+06,238.67,1.8622,2610,0.5,0,0.54
1.72E+06,238.67,1.866,2564,0.5,0,0.54
1.70E+06,238.67,1.863,2502,0.5,0,0.54
1.64E+06,238.67,1.9168,2799,0.5,0,0.54
2.12E+06,238.67,1.9191,3009,0.5,0,0.54
2.43E+06,238.67,1.9418,3069,0.5,0,0.54
2.62E+06,238.67,1.9608,3150,0.5,0,0.54
2.72E+06,238.67,1.9557,3295,0.5,0,0.54
2.84E+06,238.67,1.9688,3282,0.5,0,0.54
2.97E+06,238.67,1.9655,3271,0.5,0,0.54
3.01E+06,238.67,1.9719,3263,0.5,0,0.54
3.15E+06,238.67,1.9527,3267,0.5,0,0.54
3.19E+06,238.67,1.9593,3281,0.5,0,0.54
3.26E+06,238.67,1.9671,3266,0.5,0,0.54
3.29E+06,238.67,1.9447,3305,0.5,0,0.54
3.41E+06,238.67,1.9439,3311,0.5,0,0.54
3.46E+06,238.67,1.9434,3309,0.5,0,0.54
3.41E+06,238.67,1.9369,3191,0.5,0,0.54
3.35E+06,238.67,1.9398,3200,0.5,0,0.54
3.39E+06,238.67,1.9331,3229,0.5,0,0.54
3.33E+06,238.67,1.9168,3248,0.5,0,0.54
3.33E+06,238.67,1.9357,3204,0.5,0,0.54
3.42E+06,238.67,1.9263,3247,0.5,0,0.54
3.40E+06,238.67,1.9339,3338,0.5,0,0.54
3.52E+06,238.67,1.9407,3278,0.5,0,0.54
3.48E+06,238.67,1.9164,3272,0.5,0,0.54
3.46E+06,238.67,1.905,3261,0.5,0,0.54
3.35E+06,238.67,1.9074,3203,0.5,0,0.54
3.29E+06,238.67,1.9105,3245,0.5,0,0.54
3.34E+06,238.67,1.92,3313,0.5,0,0.54
3.48E+06,238.67,1.9293,3270,0.5,0,0.54
3.51E+06,238.67,1.9265,3201,0.5,0,0.54
3.43E+06,238.67,1.912,3182,0.5,0,0.54
3.38E+06,238.67,1.9276,3217,0.5,0,0.54
3.31E+06,238.67,1.9103,3250,0.5,0,0.54
3.28E+06,238.67,1.9116,3148,0.5,0,0.54
3.40E+06,238.67,1.9218,3209,0.5,0,0.54
3.35E+06,238.67,1.9228,3178,0.5,0,0.54
3.37E+06,238.67,1.9352,3207,0.5,0,0.54
3.42E+06,238.67,1.9349,3222,0.5,0,0.54
3.46E+06,238.67,1.9272,3190,0.5,0,0.54
3.41E+06,238.67,1.9207,3211,0.5,0,0.54
3.42E+06,238.67,1.9145,3187,0.5,0,0.54
3.36E+06,238.67,1.9109,3223,0.5,0,0.54
3.43E+06,238.67,1.9124,3259,0.5,0,0.54
3.49E+06,238.67,1.913,3245,0.5,0,0.54
3.42E+06,238.67,1.92,3203,0.5,0,0.54
3.33E+06,238.67,1.9203,3206,0.5,0,0.54
3.32E+06,238.67,1.9065,3237,0.5,0,0.54
3.39E+06,238.67,1.9044,3226,0.5,0,0.54
3.41E+06,238.67,1.8985,3201,0.5,0,0.54
3.40E+06,238.67,1.9046,3233,0.5,0,0.54
3.42E+06,238.67,1.9103,3173,0.5,0,0.54
3.33E+06,238.67,1.9205,3199,0.5,0,0.54
3.32E+06,238.67,1.9183,3225,0.5,0,0.54
3.26E+06,238.67,1.923,3206,0.5,0,0.54
3.32E+06,238.67,1.9142,3241,0.5,0,0.54
3.31E+06,238.67,1.9304,3243,0.5,0,0.54
3.47E+06,238.67,1.9197,3190,0.5,0,0.54
3.39E+06,238.67,1.9252,3226,0.5,0,0.54
3.52E+06,238.67,1.9317,3314,0.5,0,0.54
3.50E+06,238.67,1.9358,3381,0.5,0,0.54
3.55E+06,238.67,1.9214,3339,0.5,0,0.54
3.50E+06,238.67,1.9263,3294,0.5,0,0.54
3.51E+06,238.67,1.931,3259,0.5,0,0.54
3.42E+06,238.67,1.9172,3174,0.5,0,0.54
3.35E+06,238.67,1.9024,3248,0.5,0,0.54
3.37E+06,238.67,1.9145,3218,0.5,0,0.54
3.36E+06,238.67,1.9101,3201,0.5,0,0.54
3.35E+06,238.67,1.9045,3243,0.5,0,0.54
3.40E+06,238.67,1.9096,3261,0.5,0,0.54
3.42E+06,238.67,1.9103,3275,0.5,0,0.54
3.45E+06,238.67,1.9087,3245,0.5,0,0.54
3.42E+06,238.67,1.9135,3269,0.5,0,0.54
3.42E+06,238.67,1.9211,3234,0.5,0,0.54
3.49E+06,238.67,1.9261,3179,0.5,0,0.54
3.47E+06,238.67,1.921,3245,0.5,0,0.54
3.40E+06,238.67,1.9158,3302,0.5,0,0.54
3.44E+06,238.67,1.9208,3251,0.5,0,0.54
3.36E+06,238.67,1.9209,3176,0.5,0,0.54
3.36E+06,238.67,1.9293,3139,0.5,0,0.54
3.36E+06,238.67,1.9228,3161,0.5,0,0.54
3.33E+06,238.67,1.9182,3205,0.5,0,0.54
3.39E+06,238.67,1.9223,3237,0.5,0,0.54
3.43E+06,238.67,1.935,3248,0.5,0,0.54
3.45E+06,238.67,1.9224,3205,0.5,0,0.54
3.44E+06,238.67,1.9293,3225,0.5,0,0.54
3.42E+06,238.67,1.916,3291,0.5,0,0.54
3.42E+06,238.67,1.9252,3235,0.5,0,0.54
3.42E+06,238.67,1.9298,3276,0.5,0,0.54
3.43E+06,238.67,1.9236,3263,0.5,0,0.54
3.45E+06,238.67,1.9297,3239,0.5,0,0.54
3.55E+06,238.67,1.9065,3224,0.5,0,0.54
3.46E+06,238.67,1.9214,3257,0.5,0,0.54
3.51E+06,238.67,1.9294,3261,0.5,0,0.54
3.45E+06,238.67,1.9224,3216,0.5,0,0.54
3.35E+06,238.67,1.9151,3200,0.5,0,0.54
3.25E+06,238.67,1.9097,3263,0.5,0,0.54
3.40E+06,238.67,1.9224,3237,0.5,0,0.54
3.43E+06,238.67,1.9373,3227,0.5,0,0.54
3.52E+06,238.67,1.9244,3257,0.5,0,0.54
3.57E+06,238.67,1.9224,3210,0.5,0,0.54
3.48E+06,238.67,1.9139,3207,0.5,0,0.54
1.12E+06,238.67,1.8739,2167,0.5,0,0.56
1.33E+06,238.67,1.8889,2507,0.5,0,0.56
1.63E+06,238.67,1.9205,2828,0.5,0,0.56
2.14E+06,238.67,1.9213,3086,0.5,0,0.56
2.51E+06,238.67,1.9345,3110,0.5,0,0.56
2.75E+06,238.67,1.9446,3268,0.5,0,0.56
2.95E+06,238.67,1.9492,3407,0.5,0,0.56
3.02E+06,238.67,1.9709,3254,0.5,0,0.56
3.21E+06,238.67,1.9665,3248,0.5,0,0.56
3.21E+06,238.67,1.9652,3302,0.5,0,0.56
3.31E+06,238.67,1.9661,3163,0.5,0,0.56
3.20E+06,238.67,1.9474,3248,0.5,0,0.56
3.24E+06,238.67,1.9374,3273,0.5,0,0.56
3.30E+06,238.67,1.9334,3234,0.5,0,0.56
3.26E+06,238.67,1.9312,3253,0.5,0,0.56
3.28E+06,238.67,1.9305,3181,0.5,0,0.56
3.34E+06,238.67,1.916,3215,0.5,0,0.56
3.43E+06,238.67,1.916,3307,0.5,0,0.56
3.43E+06,238.67,1.9215,3265,0.5,0,0.56
3.34E+06,238.67,1.9269,3236,0.5,0,0.56
3.36E+06,238.67,1.9186,3280,0.5,0,0.56
3.37E+06,238.67,1.9172,3264,0.5,0,0.56
3.39E+06,238.67,1.9191,3275,0.5,0,0.56
3.36E+06,238.67,1.9163,3249,0.5,0,0.56
3.34E+06,238.67,1.9197,3240,0.5,0,0.56
3.37E+06,238.67,1.9089,3290,0.5,0,0.56
3.43E+06,238.67,1.9139,3278,0.5,0,0.56
3.54E+06,238.67,1.919,3289,0.5,0,0.56
3.59E+06,238.67,1.9219,3260,0.5,0,0.56
3.44E+06,238.67,1.9046,3257,0.5,0,0.56
3.38E+06,238.67,1.9141,3332,0.5,0,0.56
3.41E+06,238.67,1.9196,3303,0.5,0,0.56
3.43E+06,238.67,1.9084,3337,0.5,0,0.56
3.55E+06,238.67,1.9185,3306,0.5,0,0.56
3.55E+06,238.67,1.9186,3267,0.5,0,0.56
3.46E+06,238.67,1.9249,3263,0.5,0,0.56
3.46E+06,238.67,1.9238,3223,0.5,0,0.56
3.42E+06,238.67,1.9236,3221,0.5,0,0.56
3.44E+06,238.67,1.9201,3186,0.5,0,0.56
3.38E+06,238.67,1.9221,3185,0.5,0,0.56
3.42E+06,238.67,1.9127,3249,0.5,0,0.56
3.42E+06,238.67,1.9268,3270,0.5,0,0.56
3.46E+06,238.67,1.9152,3285,0.5,0,0.56
3.45E+06,238.67,1.9236,3271,0.5,0,0.56
3.43E+06,238.67,1.9199,3274,0.5,0,0.56
3.45E+06,238.67,1.9223,3320,0.5,0,0.56
3.48E+06,238.67,1.9112,3301,0.5,0,0.56
3.45E+06,238.67,1.9149,3341,0.5,0,0.56
3.44E+06,238.67,1.9224,3313,0.5,0,0.56
3.45E+06,238.67,1.9192,3342,0.5,0,0.56
3.44E+06,238.67,1.9127,3345,0.5,0,0.56
3.51E+06,238.67,1.9163,3374,0.5,0,0.56
3.65E+06,238.67,1.9249,3284,0.5,0,0.56
3.58E+06,238.67,1.9294,3256,0.5,0,0.56
3.53E+06,238.67,1.9368,3310,0.5,0,0.56
3.55E+06,238.67,1.9238,3287,0.5,0,0.56
3.49E+06,238.67,1.927,3245,0.5,0,0.56
3.49E+06,238.67,1.9203,3228,0.5,0,0.56
3.45E+06,238.67,1.9159,3234,0.5,0,0.56
3.40E+06,238.67,1.9293,3237,0.5,0,0.56
3.40E+06,238.67,1.9117,3239,0.5,0,0.56
3.43E+06,238.67,1.9345,3285,0.5,0,0.56
3.44E+06,238.67,1.9308,3204,0.5,0,0.56
3.51E+06,238.67,1.9222,3207,0.5,0,0.56
3.46E+06,238.67,1.9233,3225,0.5,0,0.56
3.39E+06,238.67,1.9273,3210,0.5,0,0.56
3.45E+06,238.67,1.9263,3250,0.5,0,0.56
3.52E+06,238.67,1.9227,3250,0.5,0,0.56
3.44E+06,238.67,1.9196,3182,0.5,0,0.56
3.33E+06,238.67,1.9286,3179,0.5,0,0.56
3.31E+06,238.67,1.9244,3209,0.5,0,0.56
3.39E+06,238.67,1.9185,3204,0.5,0,0.56
3.40E+06,238.67,1.9068,3154,0.5,0,0.56
3.31E+06,238.67,1.9054,3220,0.5,0,0.56
3.36E+06,238.67,1.902,3246,0.5,0,0.56
3.42E+06,238.67,1.9139,3258,0.5,0,0.56
3.39E+06,238.67,1.9126,3203,0.5,0,0.56
3.41E+06,238.67,1.9294,3278,0.5,0,0.56
3.47E+06,238.67,1.9395,3272,0.5,0,0.56
3.49E+06,238.67,1.9297,3315,0.5,0,0.56
3.49E+06,238.67,1.9278,3324,0.5,0,0.56
3.49E+06,238.67,1.9228,3332,0.5,0,0.56
3.56E+06,238.67,1.9311,3387,0.5,0,0.56
3.64E+06,238.67,1.9447,3313,0.5,0,0.56
3.63E+06,238.67,1.9252,3274,0.5,0,0.56
3.49E+06,238.67,1.9217,3188,0.5,0,0.56
3.46E+06,238.67,1.9262,3243,0.5,0,0.56
3.49E+06,238.67,1.9134,3242,0.5,0,0.56
3.47E+06,238.67,1.9095,3187,0.5,0,0.56
3.42E+06,238.67,1.9006,3203,0.5,0,0.56
3.33E+06,238.67,1.8504,2779,0.5,0,0.56
2.38E+06,238.67,1.8223,2594,0.5,0,0.56
1.97E+06,238.67,1.8181,2584,0.5,0,0.56
1.86E+06,238.67,1.8333,2516,0.5,0,0.56
1.84E+06,238.67,1.8303,2477,0.5,0,0.56
1.85E+06,238.67,1.8335,2477,0.5,0,0.56
1.74E+06,238.67,1.8038,2463,0.5,0,0.56
1.70E+06,238.67,1.8103,2505,0.5,0,0.56
1.72E+06,238.67,1.8201,2520,0.5,0,0.56
1.72E+06,238.67,1.8412,2456,0.5,0,0.56
1.69E+06,238.67,1.8453,2385,0.5,0,0.56
1.58E+06,238.67,1.8614,2469,0.5,0,0.56
1.59E+06,238.67,1.8739,2428,0.5,0,0.56
1.57E+06,238.67,1.8694,2480,0.5,0,0.56
1.66E+06,238.67,1.8704,2516,0.5,0,0.56
1.65E+06,238.67,1.8819,2578,0.5,0,0.56
1.66E+06,238.67,1.8727,2646,0.5,0,0.56
1.65E+06,238.67,1.8725,2532,0.5,0,0.56
1.63E+06,238.67,1.8792,2477,0.5,0,0.56
1.60E+06,238.67,1.8789,2441,0.5,0,0.56
1.62E+06,238.67,1.8701,2457,0.5,0,0.56
1.62E+06,238.67,1.8683,2506,0.5,0,0.56
1.60E+06,238.67,1.863,2502,0.5,0,0.56
1.60E+06,238.67,1.8739,2508,0.5,0,0.56
1.58E+06,238.67,1.8612,2511,0.5,0,0.56
1.61E+06,238.67,1.8712,2470,0.5,0,0.56
1.57E+06,238.67,1.8613,2493,0.5,0,0.56
1.58E+06,238.67,1.868,2469,0.5,0,0.56
1.59E+06,238.67,1.8585,2485,0.5,0,0.56
1.54E+06,238.67,1.8496,2516,0.5,0,0.56
1.60E+06,238.67,1.8544,2522,0.5,0,0.56
1.61E+06,238.67,1.8451,2518,0.5,0,0.56
1.62E+06,238.67,1.8563,2553,0.5,0,0.56
1.67E+06,238.67,1.8786,2516,0.5,0,0.56
1.67E+06,238.67,1.8847,2472,0.5,0,0.56
1.61E+06,238.67,1.8765,2524,0.5,0,0.56
1.63E+06,238.67,1.8756,2550,0.5,0,0.56
1.59E+06,238.67,1.8658,2546,0.5,0,0.56
1.65E+06,238.67,1.8635,2509,0.5,0,0.56
1.59E+06,238.67,1.8707,2489,0.5,0,0.56
1.61E+06,238.67,1.8673,2496,0.5,0,0.56
1.57E+06,238.67,1.8685,2474,0.5,0,0.56
1.57E+06,238.67,1.8547,2470,0.5,0,0.56
1.63E+06,238.67,1.868,2539,0.5,0,0.56
1.65E+06,238.67,1.8749,2505,0.5,0,0.56
1.65E+06,238.67,1.8701,2532,0.5,0,0.56
1.58E+06,238.67,1.8702,2574,0.5,0,0.56
1.65E+06,238.67,1.8561,2576,0.5,0,0.56
1.64E+06,238.67,1.8559,2536,0.5,0,0.56
1.60E+06,238.67,1.8589,2629,0.5,0,0.56
1.66E+06,238.67,1.8697,2672,0.5,0,0.56
1.73E+06,238.67,1.8849,2596,0.5,0,0.56
1.75E+06,238.67,1.8911,2587,0.5,0,0.56
1.73E+06,238.67,1.8716,2584,0.5,0,0.56
1.62E+06,238.67,1.8634,2548,0.5,0,0.56
1.65E+06,238.67,1.8727,2613,0.5,0,0.56
1.67E+06,238.67,1.8679,2621,0.5,0,0.56
1.71E+06,238.67,1.8714,2575,0.5,0,0.56
1.73E+06,238.67,1.869,2429,0.5,0,0.56
1.60E+06,238.67,1.8448,2437,0.5,0,0.56
1.56E+06,238.67,1.8525,2412,0.5,0,0.56
1.49E+06,238.67,1.8476,2454,0.5,0,0.56
1.54E+06,238.67,1.8557,2372,0.5,0,0.56
1.53E+06,238.67,1.866,2496,0.5,0,0.56
1.57E+06,238.67,1.8857,2484,0.5,0,0.56
1.66E+06,238.67,1.8757,2504,0.5,0,0.56
1.61E+06,238.67,1.8695,2437,0.5,0,0.56
1.57E+06,238.67,1.8762,2446,0.5,0,0.56
1.57E+06,238.67,1.8639,2443,0.5,0,0.56
1.54E+06,238.67,1.8621,2474,0.5,0,0.56
1.56E+06,238.67,1.8522,2431,0.5,0,0.56
1.55E+06,238.67,1.8765,2466,0.5,0,0.56
1.59E+06,238.67,1.8748,2445,0.5,0,0.56
1.60E+06,238.67,1.8702,2479,0.5,0,0.56
1.58E+06,238.67,1.8722,2424,0.5,0,0.56
1.52E+06,238.67,1.8641,2485,0.5,0,0.56
1.57E+06,238.67,1.8524,2501,0.5,0,0.56
1.53E+06,238.67,1.8652,2514,0.5,0,0.56
1.58E+06,238.67,1.8576,2552,0.5,0,0.56
1.55E+06,238.67,1.8748,2619,0.5,0,0.56
1.69E+06,238.67,1.8866,2590,0.5,0,0.56
1.72E+06,238.67,1.8939,2595,0.5,0,0.56
1.73E+06,238.67,1.8824,2509,0.5,0,0.56
1.66E+06,238.67,1.8832,2512,0.5,0,0.56
1.66E+06,238.67,1.8733,2494,0.5,0,0.56
1.59E+06,238.67,1.8833,2458,0.5,0,0.56
1.60E+06,238.67,1.8717,2464,0.5,0,0.56
1.61E+06,238.67,1.8614,2541,0.5,0,0.56
1.65E+06,238.67,1.882,2499,0.5,0,0.56
1.70E+06,238.67,1.8807,2537,0.5,0,0.56
1.71E+06,238.67,1.8748,2513,0.5,0,0.56
1.66E+06,238.67,1.8652,2567,0.5,0,0.56
1.64E+06,238.67,1.8641,2593,0.5,0,0.56
1.65E+06,238.67,1.8836,2532,0.5,0,0.56
1.68E+06,238.67,1.8675,2504,0.5,0,0.56
1.64E+06,238.67,1.8663,2491,0.5,0,0.56
1.64E+06,238.67,1.8599,2484,0.5,0,0.56
1.65E+06,238.67,1.8613,2470,0.5,0,0.56
1.61E+06,238.67,1.8674,2492,0.5,0,0.56
1.59E+06,238.67,1.8806,2512,0.5,0,0.56
1.65E+06,238.67,1.8558,2576,0.5,0,0.56
1.64E+06,238.67,1.8911,2896,0.5,0,0.56
2.13E+06,238.67,1.9202,3047,0.5,0,0.56
2.49E+06,238.67,1.9361,3160,0.5,0,0.56
2.69E+06,238.67,1.947,3218,0.5,0,0.56
2.83E+06,238.67,1.9722,3308,0.5,0,0.56
2.98E+06,238.67,1.9733,3199,0.5,0,0.56
2.95E+06,238.67,1.9704,3223,0.5,0,0.56
2.99E+06,238.67,1.9711,3207,0.5,0,0.56
3.09E+06,238.67,1.9546,3210,0.5,0,0.56
3.13E+06,238.67,1.9541,3135,0.5,0,0.56
3.16E+06,238.67,1.9439,3172,0.5,0,0.56
3.16E+06,238.67,1.9412,3208,0.5,0,0.56
3.23E+06,238.67,1.9447,3218,0.5,0,0.56
3.30E+06,238.67,1.9308,3253,0.5,0,0.56
3.39E+06,238.67,1.9274,3279,0.5,0,0.56
3.37E+06,238.67,1.9175,3222,0.5,0,0.56
3.36E+06,238.67,1.9125,3260,0.5,0,0.56
3.30E+06,238.67,1.9184,3183,0.5,0,0.56
3.23E+06,238.67,1.9193,3184,0.5,0,0.56
3.31E+06,238.67,1.9039,3221,0.5,0,0.56
3.22E+06,238.67,1.9049,3175,0.5,0,0.56
3.30E+06,238.67,1.9046,3178,0.5,0,0.56
3.34E+06,238.67,1.9061,3201,0.5,0,0.56
3.35E+06,238.67,1.9112,3241,0.5,0,0.56
3.35E+06,238.67,1.9096,3193,0.5,0,0.56
3.31E+06,238.67,1.9125,3190,0.5,0,0.56
3.34E+06,238.67,1.9215,3203,0.5,0,0.56
3.41E+06,238.67,1.914,3154,0.5,0,0.56
3.32E+06,238.67,1.9351,3184,0.5,0,0.56
3.30E+06,238.67,1.9319,3211,0.5,0,0.56
3.38E+06,238.67,1.9235,3166,0.5,0,0.56
3.36E+06,238.67,1.908,3220,0.5,0,0.56
3.43E+06,238.67,1.9277,3276,0.5,0,0.56
3.50E+06,238.67,1.9303,3217,0.5,0,0.56
3.41E+06,238.67,1.926,3267,0.5,0,0.56
3.47E+06,238.67,1.9208,3272,0.5,0,0.56
3.43E+06,238.67,1.9194,3209,0.5,0,0.56
3.42E+06,238.67,1.9111,3209,0.5,0,0.56
3.34E+06,238.67,1.9141,3180,0.5,0,0.56
3.31E+06,238.67,1.92,3216,0.5,0,0.56
3.40E+06,238.67,1.9252,3239,0.5,0,0.56
3.37E+06,238.67,1.9216,3170,0.5,0,0.56
3.36E+06,238.67,1.9294,3170,0.5,0,0.56
3.39E+06,238.67,1.9284,3233,0.5,0,0.56
3.47E+06,238.67,1.9301,3247,0.5,0,0.56
3.48E+06,238.67,1.9224,3299,0.5,0,0.56
3.39E+06,238.67,1.9231,3312,0.5,0,0.56
3.40E+06,238.67,1.9098,3312,0.5,0,0.56
3.40E+06,238.67,1.9192,3323,0.5,0,0.56
3.57E+06,238.67,1.9199,3248,0.5,0,0.56
3.47E+06,238.67,1.9129,3238,0.5,0,0.56
3.52E+06,238.67,1.9089,3241,0.5,0,0.56
3.51E+06,238.67,1.92,3304,0.5,0,0.56
3.45E+06,238.67,1.9195,3278,0.5,0,0.56
3.45E+06,238.67,1.9173,3274,0.5,0,0.56
3.48E+06,238.67,1.9028,3237,0.5,0,0.56
3.42E+06,238.67,1.9076,3255,0.5,0,0.56
3.44E+06,238.67,1.9064,3291,0.5,0,0.56
3.39E+06,238.67,1.9228,3240,0.5,0,0.56
3.44E+06,238.67,1.918,3285,0.5,0,0.56
3.52E+06,238.67,1.9081,3267,0.5,0,0.56
3.48E+06,238.67,1.916,3226,0.5,0,0.56
3.50E+06,238.67,1.9175,3212,0.5,0,0.56
3.37E+06,238.67,1.923,3285,0.5,0,0.56
3.43E+06,238.67,1.9139,3320,0.5,0,0.56
3.43E+06,238.67,1.9135,3229,0.5,0,0.56
3.40E+06,238.67,1.9095,3173,0.5,0,0.56
3.42E+06,238.67,1.9123,3156,0.5,0,0.56
3.37E+06,238.67,1.9075,3151,0.5,0,0.56
3.34E+06,238.67,1.914,3185,0.5,0,0.56
3.44E+06,238.67,1.9044,3310,0.5,0,0.56
3.43E+06,238.67,1.9099,3298,0.5,0,0.56
3.46E+06,238.67,1.9075,3259,0.5,0,0.56
3.34E+06,238.67,1.9127,3173,0.5,0,0.56
3.35E+06,238.67,1.9194,3227,0.5,0,0.56
3.39E+06,238.67,1.9158,3251,0.5,0,0.56
3.30E+06,238.67,1.9186,3246,0.5,0,0.56
3.36E+06,238.67,1.9145,3284,0.5,0,0.56
3.39E+06,238.67,1.9121,3261,0.5,0,0.56
3.38E+06,238.67,1.9164,3230,0.5,0,0.56
3.38E+06,238.67,1.9178,3176,0.5,0,0.56
3.32E+06,238.67,1.9131,3251,0.5,0,0.56
3.41E+06,238.67,1.9036,3284,0.5,0,0.56
3.33E+06,238.67,1.912,3271,0.5,0,0.56
3.44E+06,238.67,1.9163,3263,0.5,0,0.56
3.39E+06,238.67,1.9217,3244,0.5,0,0.56
3.38E+06,238.67,1.9227,3252,0.5,0,0.56
3.42E+06,238.67,1.9094,3210,0.5,0,0.56
3.38E+06,238.67,1.9205,3160,0.5,0,0.56
3.36E+06,238.67,1.929,3174,0.5,0,0.56
3.36E+06,238.67,1.9251,3263,0.5,0,0.56
3.38E+06,238.67,1.9355,3236,0.5,0,0.56
3.47E+06,238.67,1.9399,3223,0.5,0,0.56
3.39E+06,238.67,1.9328,3235,0.5,0,0.56
3.42E+06,238.67,1.9371,3206,0.5,0,0.56
3.44E+06,238.67,1.9325,3168,0.5,0,0.56
3.42E+06,238.67,1.9372,3208,0.5,0,0.56
3.39E+06,238.67,1.9439,3160,0.5,0,0.56
3.46E+06,238.67,1.9318,3186,0.5,0,0.56
3.35E+06,238.67,1.928,3156,0.5,0,0.56
1.12E+06,238.67,1.8841,2235,0.5,0,0.58
1.39E+06,238.67,1.9014,2636,0.5,0,0.58
1.79E+06,238.67,1.8948,2851,0.5,0,0.58
2.13E+06,238.67,1.9227,2971,0.5,0,0.58
2.49E+06,238.67,1.9263,3138,0.5,0,0.58
2.76E+06,238.67,1.9299,3297,0.5,0,0.58
2.93E+06,238.67,1.9353,3321,0.5,0,0.58
3.06E+06,238.67,1.9515,3274,0.5,0,0.58
3.21E+06,238.67,1.9628,3242,0.5,0,0.58
3.19E+06,238.67,1.9525,3184,0.5,0,0.58
3.17E+06,238.67,1.9483,3282,0.5,0,0.58
3.25E+06,238.67,1.9438,3293,0.5,0,0.58
3.34E+06,238.67,1.9378,3322,0.5,0,0.58
3.40E+06,238.67,1.9223,3245,0.5,0,0.58
3.37E+06,238.67,1.9177,3266,0.5,0,0.58
3.41E+06,238.67,1.9011,3305,0.5,0,0.58
3.35E+06,238.67,1.919,3302,0.5,0,0.58
3.40E+06,238.67,1.9049,3323,0.5,0,0.58
3.42E+06,238.67,1.9126,3228,0.5,0,0.58
3.42E+06,238.67,1.9189,3215,0.5,0,0.58
3.36E+06,238.67,1.9081,3158,0.5,0,0.58
3.28E+06,238.67,1.9132,3221,0.5,0,0.58
3.38E+06,238.67,1.9077,3210,0.5,0,0.58
3.30E+06,238.67,1.8944,3265,0.5,0,0.58
3.31E+06,238.67,1.9101,3262,0.5,0,0.58
3.37E+06,238.67,1.9186,3238,0.5,0,0.58
3.42E+06,238.67,1.932,3262,0.5,0,0.58
3.44E+06,238.67,1.9186,3227,0.5,0,0.58
3.47E+06,238.67,1.9294,3292,0.5,0,0.58
3.50E+06,238.67,1.9215,3250,0.5,0,0.58
3.42E+06,238.67,1.9415,3266,0.5,0,0.58
3.44E+06,238.67,1.9372,3309,0.5,0,0.58
3.48E+06,238.67,1.9258,3317,0.5,0,0.58
3.56E+06,238.67,1.9098,3284,0.5,0,0.58
3.47E+06,238.67,1.9054,3268,0.5,0,0.58
3.43E+06,238.67,1.8999,3296,0.5,0,0.58
3.40E+06,238.67,1.9038,3207,0.5,0,0.58
3.26E+06,238.67,1.9002,3153,0.5,0,0.58
3.34E+06,238.67,1.8929,3122,0.5,0,0.58
3.26E+06,238.67,1.8971,3167,0.5,0,0.58
3.30E+06,238.67,1.9028,3130,0.5,0,0.58
3.30E+06,238.67,1.9237,3205,0.5,0,0.58
3.31E+06,238.67,1.9196,3191,0.5,0,0.58
3.33E+06,238.67,1.9134,3156,0.5,0,0.58
3.35E+06,238.67,1.9251,3188,0.5,0,0.58
3.36E+06,238.67,1.9148,3206,0.5,0,0.58
3.29E+06,238.67,1.9178,3179,0.5,0,0.58
3.35E+06,238.67,1.914,3183,0.5,0,0.58
3.30E+06,238.67,1.9073,3263,0.5,0,0.58
3.35E+06,238.67,1.9029,3235,0.5,0,0.58
3.34E+06,238.67,1.9058,3158,0.5,0,0.58
3.32E+06,238.67,1.9053,3123,0.5,0,0.58
3.26E+06,238.67,1.9117,3182,0.5,0,0.58
3.32E+06,238.67,1.9216,3242,0.5,0,0.58
3.40E+06,238.67,1.9125,3215,0.5,0,0.58
3.36E+06,238.67,1.9054,3224,0.5,0,0.58
3.38E+06,238.67,1.908,3292,0.5,0,0.58
3.46E+06,238.67,1.9208,3254,0.5,0,0.58
3.35E+06,238.67,1.9298,3221,0.5,0,0.58
3.38E+06,238.67,1.9218,3197,0.5,0,0.58
3.37E+06,238.67,1.9315,3217,0.5,0,0.58
3.35E+06,238.67,1.9287,3194,0.5,0,0.58
3.38E+06,238.67,1.9083,3262,0.5,0,0.58
3.40E+06,238.67,1.9182,3220,0.5,0,0.58
3.34E+06,238.67,1.9222,3224,0.5,0,0.58
3.44E+06,238.67,1.904,3241,0.5,0,0.58
3.49E+06,238.67,1.9108,3191,0.5,0,0.58
3.41E+06,238.67,1.9144,3158,0.5,0,0.58
3.30E+06,238.67,1.9158,3188,0.5,0,0.58
3.33E+06,238.67,1.9103,3162,0.5,0,0.58
3.29E+06,238.67,1.9101,3233,0.5,0,0.58
3.32E+06,238.67,1.9269,3227,0.5,0,0.58
3.40E+06,238.67,1.9276,3232,0.5,0,0.58
3.43E+06,238.67,1.9271,3129,0.5,0,0.58
3.33E+06,238.67,1.9309,3091,0.5,0,0.58
3.21E+06,238.67,1.9163,3105,0.5,0,0.58
3.24E+06,238.67,1.91,3182,0.5,0,0.58
3.30E+06,238.67,1.9145,3268,0.5,0,0.58
3.31E+06,238.67,1.913,3252,0.5,0,0.58
3.38E+06,238.67,1.9132,3252,0.5,0,0.58
3.29E+06,238.67,1.9258,3296,0.5,0,0.58
3.47E+06,238.67,1.9179,3288,0.5,0,0.58
3.49E+06,238.67,1.9298,3317,0.5,0,0.58
3.44E+06,238.67,1.9379,3275,0.5,0,0.58
